MarketNo,MarketName,MarketType,YearMonth,ClosedDate
F730,新營,魚,10409,7、14、21、28、29
F109,台北,魚,10409,14、21、28、29、30
F600,嘉義,魚,10409,7、14、21、28、29
F708,台南,魚,10409,7、14、21、28、29
F800,高雄,魚,10409,7、21
F916,東港,魚,10409,6、7、13、19、20、27
F241,三重,魚,10409,7、14、21、28、29、30
F330,桃園,魚,10409,7、14、21、28、29
F360,苗栗,魚,10409,1、2、3、7、14、21、28、29
F630,斗南,魚,10409,1、2、3、7、14、21、28、29
F500,彰化,魚,10409,1、2、7、14、21、28、29
F513,埔心,魚,10409,1、2、7、14、21、28、29
F709,興達港,魚,10409,1、8、9、10、12、13、14、16、19、22、24、25、28、29、30
F722,佳里,魚,10409,7、14、21、28、29
F200,基隆,魚,10409,5、6、12、13、19、20、26、27、28
F261,頭城,魚,10409,27、28、29、30
F300,新竹,魚,10409,7、14、21、28、29
F820,岡山,魚,10409,7、14、21、28、29
F936,新港,魚,10409,6、13、20、27、28
F950,花蓮,魚,10409,5、12、19、26
F241,三重,魚,10408,3、10、17、24、29、30、31
F300,新竹,魚,10408,3、10、17、24、29、30、31
F400,台中,魚,10408,3、10、17、24、29、30、31
F513,埔心,魚,10408,3、10、17、24、29、30、31
F826,梓官,魚,10408,29
F950,花蓮,魚,10408,1、8、15、22、29
F360,苗栗,魚,10408,3、10、17、24、29、30、31
F600,嘉義,魚,10408,3、10、17、24、29、30、31
F709,興達港,魚,10408,8、9、10、13、15、17、22、23、24、25、29、30、31
F800,高雄,魚,10408,3、17
F200,基隆,魚,10408,1、2、8、9、15、16、22、23、29、30
F708,台南,魚,10408,3、10、17、24、29、30、31
F936,新港,魚,10408,2、9、16、23、28、29、30
F109,台北,魚,10408,3、10、17、24、29、30、31
F730,新營,魚,10408,3、10、17、24、29、30、31
F820,岡山,魚,10408,3、10、17、24、30、31
F916,東港,魚,10408,2、9、12、13、14、16、23、24、28、30
F261,頭城,魚,10408,7、9、10、21、22、23、24
F330,桃園,魚,10408,3、10、17、24、29、30、31
F500,彰化,魚,10408,3、10、17、24、29、30、31
F630,斗南,魚,10408,3、10、17、24、29、30、31
F722,佳里,魚,10408,3、10、17、24、29、30、31
F241,三重,魚,10407,6、13、20、27
F360,苗栗,魚,10407,6、13、20、27
F400,台中,魚,10407,6、13、20、27
F730,新營,魚,10407,6、13、20、27
F916,東港,魚,10407,5、6、12、18、19、26、27
F600,嘉義,魚,10407,6、13、20、27
F630,斗南,魚,10407,6、13、20、27
F722,佳里,魚,10407,6、13、20、27
F800,高雄,魚,10407,6、20
F261,頭城,魚,10407,7、8、9、10、11、30、31
F708,台南,魚,10407,6、13、20、27
F950,花蓮,魚,10407,1、4、11、18、25
F200,基隆,魚,10407,4、5、11、12、18、19、25、26
F300,新竹,魚,10407,6、13、20、27
F936,新港,魚,10407,1、5、12、19、26
F109,台北,魚,10407,6、13、20、27
F513,埔心,魚,10407,6、13、20、27
F709,興達港,魚,10407,1、3、4、6、7、8、9、10、11、12、13、14、15、17、18、22、31
F820,岡山,魚,10407,6、13、20、27
F330,桃園,魚,10407,6、13、20、27
F500,彰化,魚,10407,6、13、20、27
F330,桃園,魚,10406,1、8、15、21、22、29
F200,基隆,魚,10406,6、7、13、14、19、20、21、27、28
F241,三重,魚,10406,1、8、15、21、22、29
F400,台中,魚,10406,1、8、15、21、22、23、29
F708,台南,魚,10406,1、8、15、22、29
F730,新營,魚,10406,1、8、15、21、22、29
F916,東港,魚,10406,1、7、8、14、15、21、22、28
F950,花蓮,魚,10406,6、13、19、20、27
F500,彰化,魚,10406,1、8、15、21、22、29
F513,埔心,魚,10406,1、8、15、21、22、29
F722,佳里,魚,10406,1、8、15、21、22、29
F800,高雄,魚,10406,1、15
F936,新港,魚,10406,7、14、20、21、28
F109,台北,魚,10406,1、8、15、21、22、29
F600,嘉義,魚,10406,1、8、15、21、22、29
F630,斗南,魚,10406,1、8、15、21、22、29
F300,新竹,魚,10406,1、8、15、21、22、29
F709,興達港,魚,10406,2、3、5、7、8、10、11、13、16、17、18、19、20、21、24、25、26、28、30
F261,頭城,魚,10406,20
F360,苗栗,魚,10406,1、8、15、21、22、29
F820,岡山,魚,10406,1、8、15、22、29
F300,新竹,魚,10405,4、11、18、25
F950,花蓮,魚,10405,1、2、9、16、23、30
F600,嘉義,魚,10405,4、11、18、25
F709,興達港,魚,10405,1、2、3、4、5、6、7、8、10、12、13、15、16、17、18、19、21、22、23、24、25、26、27、28、29、30、31
F109,台北,魚,10405,4、11、18、25
F800,高雄,魚,10405,4、18
F916,東港,魚,10405,1、2、3、10、11、17、24、25
F200,基隆,魚,10405,1、3、10、17、24、31
F330,桃園,魚,10405,4、11、18、25
F400,台中,魚,10405,4、11、18、25
F630,斗南,魚,10405,4、11、18、25
F722,佳里,魚,10405,4、11、18、25
F730,新營,魚,10405,4、11、18、25
F708,台南,魚,10405,4、5、11、18、25
F820,岡山,魚,10405,4、11、18、25
F241,三重,魚,10405,4、11、18、25
F360,苗栗,魚,10405,4、11、18、25
F500,彰化,魚,10405,4、11、18、25
F513,埔心,魚,10405,4、11、18、25
F936,新港,魚,10405,1、2、3、10、17、24、31
F109,台北,魚,10404,5、6、13、20、27
F730,新營,魚,10404,6、7、13、20、27
F500,彰化,魚,10404,6、7、13、20、27
F513,埔心,魚,10404,6、7、13、20、27
F708,台南,魚,10404,5、6、13、20、27
F820,岡山,魚,10404,6、7、8、13、20、27
F916,東港,魚,10404,5、6、12、13、19、20、26、27
F330,桃園,魚,10404,6、7、8、13、20、27
F400,台中,魚,10404,5、6、7、8、9、10、13、20、27
F200,基隆,魚,10404,3、4、5、6、11、12、18、19、25、26
F630,斗南,魚,10404,6、7、13、20、27
F709,興達港,魚,10404,1、2、4、5、6、9、10、12、13、14、15、16、18、19、20、21、22、23、24、25、26、27、28、29
F800,高雄,魚,10404,6、20
F300,新竹,魚,10404,6、7、8、9、10、13、20、27
F722,佳里,魚,10404,6、7、13、20、27
F241,三重,魚,10404,6、7、13、20、27
F360,苗栗,魚,10404,6、7、13、20、27
F600,嘉義,魚,10404,6、7、8、9、10、13、20、27
F261,頭城,魚,10404,5
F270,蘇澳,魚,10404,4、5、6
F936,新港,魚,10404,4、5、12、19、26
F950,花蓮,魚,10404,3、5、11、18、25
F630,斗南,魚,10403,2、6、7、8、9、16、23、30
F241,三重,魚,10403,2、6、7、8、9、16、23、30
F300,新竹,魚,10403,2、6、7、8、9、16、23、30
F400,台中,魚,10403,2、6、9、16、23、30
F513,埔心,魚,10403,2、6、7、8、9、16、23、30
F600,嘉義,魚,10403,2、6、9、16、23、30
F709,興達港,魚,10403,2、3、5、6、11、12、16、20、21、24、25、27、30、31
F200,基隆,魚,10403,1、7、8、14、15、21、22、28、29
F330,桃園,魚,10403,2、6、7、8、9、16、23、30
F500,彰化,魚,10403,2、6、7、8、9、16、23、30
F730,新營,魚,10403,2、6、9、16、23、30
F916,東港,魚,10403,1、2、8、9、15、19、22、23、29
F936,新港,魚,10403,1、5、6、7、8、15、22、29
F109,台北,魚,10403,2、6、7、8、9、16、23、30
F261,頭城,魚,10403,5
F360,苗栗,魚,10403,2、6、9、16、23、30
F950,花蓮,魚,10403,7、14、21、28
F800,高雄,魚,10403,2、16
F820,岡山,魚,10403,2、9、16、23、30
F722,佳里,魚,10403,2、6、9、16、23、30
F708,台南,魚,10403,2、9、16、23、30
F200,基隆,魚,10402,1、7、8、14、15、18、19、20、21、22、23、27、28
F800,高雄,魚,10402,2、19、20、21、22、23
F708,台南,魚,10402,2、9、16、19、20、21、22、23
F730,新營,魚,10402,2、9、19、20、21、22、23、24、27
F330,桃園,魚,10402,2、9、19、20、21、22、23
F500,彰化,魚,10402,2、9、19、20、21、22、23、24、27
F513,埔心,魚,10402,2、9、19、20、21、22、23、24、27
F709,興達港,魚,10402,1、2、3、4、6、7、8、9、10、11、12、14、15、16、18、19、20、21、22、23、25、26
F241,三重,魚,10402,2、9、19、20、21、22、23、27
F630,斗南,魚,10402,2、9、19、20、21、22、23、24、27
F722,佳里,魚,10402,2、9、19、20、21、22、23、24
F820,岡山,魚,10402,2、9、19、20、21、22、23、24
F950,花蓮,魚,10402,7、14、18、19、20、21、22、28
F400,台中,魚,10402,2、9、19、20、21、22、23、24
F936,新港,魚,10402,1、8、15、17、18、19、20、21、22、23、28
F109,台北,魚,10402,2、9、19、20、21、22、23、27
F261,頭城,魚,10402,17、18、19、20、21、22、23
F300,新竹,魚,10402,2、9、19、20、21、22、23、24
F600,嘉義,魚,10402,2、9、19、20、21、22、23、24、27
F360,苗栗,魚,10402,2、9、19、20、21、22、23、24
F826,梓官,魚,10402,18、19、20、21、22
F880,澎湖,魚,10402,19、20、21
F916,東港,魚,10402,1、2、8、9、15、19、20、21、22、23
F400,台中,魚,10401,5、12、19、26
F730,新營,魚,10401,5、12、19、26
F330,桃園,魚,10401,5、12、19、26
F500,彰化,魚,10401,5、12、19、26
F722,佳里,魚,10401,5、12、19、26
F800,高雄,魚,10401,5、19
F109,台北,魚,10401,5、12、19、26
F600,嘉義,魚,10401,5、12、19、26
F630,斗南,魚,10401,5、12、19、26
F820,岡山,魚,10401,5、12、19、26
F950,花蓮,魚,10401,1、2、3、10、17、24、31
F300,新竹,魚,10401,5、12、19、26
F708,台南,魚,10401,5、12、19、26
F200,基隆,魚,10401,1、3、4、10、11、17、18、24、25
F360,苗栗,魚,10401,5、12、19、26
F241,三重,魚,10401,5、12、19、26
F513,埔心,魚,10401,5、12、19、26
F936,新港,魚,10401,1、4、11、18、25
F709,興達港,魚,10401,2、3、6、8、9、10、12、13、14、16、17、18、19、20、21、23、24、26、27、28、29、30
F916,東港,魚,10401,1、2、5、10、11、18、19、25、26
F109,台北,魚,10312,1、8、15、22、29
F600,嘉義,魚,10312,1、8、15、22、29
F722,佳里,魚,10312,1、8、15、22、29
F330,桃園,魚,10312,1、8、15、22、29
F500,彰化,魚,10312,1、8、15、22、29
F936,新港,魚,10312,7、14、21、28、31
F950,花蓮,魚,10312,6、13、20、28
F200,基隆,魚,10312,6、7、13、14、20、21、27、28
F400,台中,魚,10312,1、8、15、22、29
F730,新營,魚,10312,1、8、15、22、29
F916,東港,魚,10312,7、8、14、21、29、30、31
F513,埔心,魚,10312,1、8、15、22、29
F709,興達港,魚,10312,1、2、3、4、5、6、7、11、13、18、19、21、22、23、25、26、27、30
F800,高雄,魚,10312,1、15
F820,岡山,魚,10312,1、8、15、22、29
F630,斗南,魚,10312,1、8、15、22、29
F241,三重,魚,10312,1、8、15、22、29
F300,新竹,魚,10312,1、8、15、22、29
F708,台南,魚,10312,1、8、15、22、29
F820,岡山,魚,10311,3、10、17、24
F500,彰化,魚,10311,3、10、17、24
F513,埔心,魚,10311,3、10、17、24
F708,台南,魚,10311,3、10、17、24
F916,東港,魚,10311,1、2、9、10、16、17、22、23、30
F936,新港,魚,10311,2、9、16、23、30
F109,台北,魚,10311,3、10、17、24
F730,新營,魚,10311,3、10、17、24
F330,桃園,魚,10311,3、10、17、24
F709,興達港,魚,10311,4、5、6、8、10、14、15、17、18、19、20、21、23、25、28、30
F241,三重,魚,10311,3、10、17、24
F400,台中,魚,10311,3、10、17、24
F722,佳里,魚,10311,3、10、17、24
F950,花蓮,魚,10311,1、8、15、22、29
F200,基隆,魚,10311,1、2、8、9、15、16、22、23、29、30
F300,新竹,魚,10311,3、10、17、24
F600,嘉義,魚,10311,3、10、17、24
F630,斗南,魚,10311,3、10、17、24
F800,高雄,魚,10311,3、17
F400,台中,魚,10310,6、13、20、27
F730,新營,魚,10310,6、13、20、27
F330,桃園,魚,10310,6、13、20、27
F200,基隆,魚,10310,4、5、10、11、12、18、19、25、26
F800,高雄,魚,10310,6、20
F820,岡山,魚,10310,6、13、20、27
F500,彰化,魚,10310,6、13、20、27
F600,嘉義,魚,10310,6、13、20、27
F722,佳里,魚,10310,6、13、20、27
F708,台南,魚,10310,6、13、20、27
F936,新港,魚,10310,5、12、19、26
F109,台北,魚,10310,6、13、20、27
F916,東港,魚,10310,5、6、11、12、19、20、26
F241,三重,魚,10310,6、13、20、27
F261,頭城,魚,10310,11、12
F300,新竹,魚,10310,6、13、20、27
F513,埔心,魚,10310,6、13、20、27
F709,興達港,魚,10310,2、3、4、5、6、7、8、9、11、12、13、15、18、24、25、29、30
F630,斗南,魚,10310,6、13、20、27
F950,花蓮,魚,10310,4、10、11、18、22、23、24、25
F400,台中,魚,10309,1、9、10、11、15、22、29
F513,埔心,魚,10309,1、9、10、15、22、29
F722,佳里,魚,10309,1、9、10、15、22、29
F880,澎湖,魚,10309,21
F916,東港,魚,10309,7、8、13、14、21、28
F630,斗南,魚,10309,1、9、10、15、22、29
F800,高雄,魚,10309,1、15
F200,基隆,魚,10309,6、7、8、13、14、20、21、27、28
F261,頭城,魚,10309,8、20、21、22
F330,桃園,魚,10309,1、8、9、10、15、22、29
F600,嘉義,魚,10309,1、9、10、15、22、29
F709,興達港,魚,10309,1、3、5、7、8、9、10、11、14、16、17、18、19、21、22、23、25、28、29
F109,台北,魚,10309,1、8、9、10、15、22、29
F500,彰化,魚,10309,1、9、10、15、22、29
F950,花蓮,魚,10309,6、8、13、20、27
F300,新竹,魚,10309,1、9、10、15、22、29
F730,新營,魚,10309,1、9、10、15、22、29
F820,岡山,魚,10309,1、9、10、15、22、29
F241,三重,魚,10309,1、8、9、10、15、22、29
F270,蘇澳,魚,10309,7、8、9、21
F708,台南,魚,10309,1、9、10、15、22、29
F936,新港,魚,10309,7、8、9、14、21、28
F270,蘇澳,魚,10308,10、11
F109,台北,魚,10308,4、11、12、18、25
F500,彰化,魚,10308,4、11、12、13、14、15、18、25
F630,斗南,魚,10308,4、11、12、13、14、15、18、25
F936,新港,魚,10308,3、10、11、12、17、24、31
F200,基隆,魚,10308,2、3、9、10、16、17、23、24、30、31
F730,新營,魚,10308,4、11、12、13、14、15、18、25
F800,高雄,魚,10308,4、18
F241,三重,魚,10308,4、11、12、18、25
F513,埔心,魚,10308,4、11、12、13、14、15、18、25
F916,東港,魚,10308,3、10、13、14、17、24、25、31
F400,台中,魚,10308,4、11、12、13、18、25
F950,花蓮,魚,10308,2、9、16、23、30
F261,頭城,魚,10308,10
F330,桃園,魚,10308,4、11、12、18、25
F722,佳里,魚,10308,4、11、12、13、18、25
F300,新竹,魚,10308,4、11、12、18、25
F820,岡山,魚,10308,4、11、12、18、25
F600,嘉義,魚,10308,4、11、12、13、14、15、18、25
F708,台南,魚,10308,4、11、12、18、25
F709,興達港,魚,10308,1、2、3、4、5、8、9、10、11、12、13、14、15、16、18、19、21、22、24、25、26、28、29、30、31
F826,梓官,魚,10308,11
F241,三重,魚,10307,7、14、21、28
F400,台中,魚,10307,7、14、21、28
F730,新營,魚,10307,7、14、21、28
F916,東港,魚,10307,7、19、20、27、28
F109,台北,魚,10307,7、14、21、28
F200,基隆,魚,10307,5、6、12、13、19、20、26、27
F261,頭城,魚,10307,8、12、22、23、24
F800,高雄,魚,10307,7、21
F722,佳里,魚,10307,7、14、21、28
F936,新港,魚,10307,1、6、13、20、27
F708,台南,魚,10307,7、14、21、28
F880,澎湖,魚,10307,23
F300,新竹,魚,10307,7、14、21、28
F709,興達港,魚,10307,1、2、3、5、6、8、9、10、11、12、13、14、17、18、19、20、23、24、25、26、27、28、30、31
F270,蘇澳,魚,10307,13
F330,桃園,魚,10307,7、14、21、28
F500,彰化,魚,10307,7、14、21、28
F513,埔心,魚,10307,7、14、21、28
F600,嘉義,魚,10307,7、14、21、28
F630,斗南,魚,10307,7、14、21、28
F820,岡山,魚,10307,7、14、21、28
F950,花蓮,魚,10307,1、5、12、19、26
F513,埔心,魚,10306,3、4、9、16、23、30
F708,台南,魚,10306,2、9、16、23、30
F730,新營,魚,10306,2、3、4、9、16、23、30
F600,嘉義,魚,10306,2、3、4、9、16、23、30
F261,頭城,魚,10306,2
F270,蘇澳,魚,10306,2、15
F300,新竹,魚,10306,2、3、4、9、16、23、30
F709,興達港,魚,10306,1、3、6、7、8、9、10、11、12、13、14、15、16、17、18、20、21、22、24、25、27、28、29
F109,台北,魚,10306,2、3、4、9、16、23、30
F800,高雄,魚,10306,2、16
F200,基隆,魚,10306,1、2、7、8、14、15、21、22、28、29
F722,佳里,魚,10306,2、3、4、9、16、23、30
F820,岡山,魚,10306,2、9、16、23、30
F950,花蓮,魚,10306,2、7、14、21、28
F330,桃園,魚,10306,2、3、4、9、16、23、30
F400,台中,魚,10306,2、3、4、9、16、23、30
F630,斗南,魚,10306,2、3、4、9、16、23、30
F241,三重,魚,10306,2、3、4、9、16、23、30
F500,彰化,魚,10306,2、3、4、9、16、23、30
F916,東港,魚,10306,2、9、16、23
F936,新港,魚,10306,1、2、3、8、15、22、29、30
F500,彰化,魚,10305,5、12、19、26
F513,埔心,魚,10305,5、12、19、26
F708,台南,魚,10305,5、12、19、26
F950,花蓮,魚,10305,3、10、17、24、31
F109,台北,魚,10305,5、12、19、26
F709,興達港,魚,10305,2、3、4、6、7、8、9、11、12、13、14、15、17、18、19、20、21、22、24、25、26、27、28、30、31
F820,岡山,魚,10305,5、12、19、26
F722,佳里,魚,10305,5、12、19、26
F241,三重,魚,10305,5、6、7、12、19、26
F300,新竹,魚,10305,5、12、19、26
F600,嘉義,魚,10305,5、12、19、26
F630,斗南,魚,10305,5、12、19、26
F800,高雄,魚,10305,5、19
F400,台中,魚,10305,5、12、19、26
F200,基隆,魚,10305,1、3、4、10、11、17、18、24、25、31
F730,新營,魚,10305,5、12、19、26
F330,桃園,魚,10305,5、12、19、26
F916,東港,魚,10305,1、2、3、12、26
F936,新港,魚,10305,4、11、18、25
F261,頭城,魚,10304,5
F513,埔心,魚,10304,6、7、14、21、28
F722,佳里,魚,10304,6、7、14、21、28
F800,高雄,魚,10304,7、21
F200,基隆,魚,10304,4、5、6、12、13、19、20、26、27
F708,台南,魚,10304,7、14、21、28
F730,新營,魚,10304,6、7、14、21、28
F109,台北,魚,10304,5、6、7、14、21、28
F270,蘇澳,魚,10304,13
F630,斗南,魚,10304,6、7、14、21、28
F916,東港,魚,10304,5、6、7、13、20、21、27
F300,新竹,魚,10304,6、7、8、9、10、14、21、28
F330,桃園,魚,10304,5、6、7、8、14、21、28
F400,台中,魚,10304,6、7、8、9、10、11、14、21、28
F241,三重,魚,10304,5、6、7、14、21、28
F600,嘉義,魚,10304,6、7、14、21、28
F820,岡山,魚,10304,7、14、21、28
F709,興達港,魚,10304,1、4、5、6、7、11、12、13、14、15、16、17、19、21、22、24、25、27、28、29、30
F936,新港,魚,10304,4、5、6、13、20、27
F500,彰化,魚,10304,6、7、14、21、28
F950,花蓮,魚,10304,4、19、26
F800,高雄,魚,10303,3、17
F241,三重,魚,10303,3、10、17、24、31
F400,台中,魚,10303,3、10、17、24、31
F730,新營,魚,10303,3、10、17、24、31
F330,桃園,魚,10303,3、10、17、24、31
F109,台北,魚,10303,3、10、17、24、31
F500,彰化,魚,10303,3、10、17、24、31
F513,埔心,魚,10303,3、10、17、24、31
F916,東港,魚,10303,2、3、9、10、16、19、23、24、30
F936,新港,魚,10303,2、9、16、23、30
F708,台南,魚,10303,3、10、17、24、31
F200,基隆,魚,10303,1、2、8、9、15、16、22、23、29、30
F270,蘇澳,魚,10303,16
F300,新竹,魚,10303,3、10、17、24、31
F820,岡山,魚,10303,3、10、17、24、31
F600,嘉義,魚,10303,3、10、17、24、31
F630,斗南,魚,10303,3、10、17、24、31
F950,花蓮,魚,10303,8、15、22、29
F709,興達港,魚,10303,1、2、3、4、5、6、7、8、10、11、12、13、14、15、16、19、21、22、23、24、25、26、27、29、30、31
F722,佳里,魚,10303,3、10、17、24、31
F500,彰化,魚,10302,1、2、3、4、5、10、15、16、17、24
F709,興達港,魚,10302,1、2、3、4、6、7、8、9、10、11、12、13、15、20、21、22、23、26
F270,蘇澳,魚,10302,1、2、9、14、15
F400,台中,魚,10302,1、2、3、4、5、10、15、16、17、24
F630,斗南,魚,10302,1、2、3、4、5、10、15、16、17、24
F936,新港,魚,10302,1、2、3、4、9、14、15、16、23
F950,花蓮,魚,10302,1、2、3、8、15、22、28
F513,埔心,魚,10302,1、2、3、4、5、15、16、17、24
F708,台南,魚,10302,1、2、3、4、10、17、24
F330,桃園,魚,10302,1、2、3、4、8、10、15、16、17、24
F722,佳里,魚,10302,1、2、3、4、5、10、15、16、17、24
F109,台北,魚,10302,1、2、3、4、8、10、15、16、17、24
F730,新營,魚,10302,1、2、3、4、5、8、9、10、15、16、17、24
F880,澎湖,魚,10302,1、2
F200,基隆,魚,10302,1、2、3、4、8、9、15、16、22、23、28
F241,三重,魚,10302,1、2、3、4、8、10、15、16、17、24
F600,嘉義,魚,10302,1、2、3、4、5、8、9、10、15、16、17、24
F800,高雄,魚,10302,1、2、3、4、17
F820,岡山,魚,10302,1、2、3、4、5、10、17、24
F261,頭城,魚,10302,1、2、3、4、14
F300,新竹,魚,10302,1、2、3、4、5、10、15、16、17、24
F826,梓官,魚,10302,1、2、3、4
F916,東港,魚,10302,1、2、3、9、16、17、23、24
F330,桃園,魚,10301,6、13、20、27、31
F950,花蓮,魚,10301,1、4、11、18、25、30、31
F270,蘇澳,魚,10301,30、31
F709,興達港,魚,10301,1、2、3、4、5、6、7、9、10、11、12、13、15、16、17、19、20、21、22、23、24、25、26、28、30、31
F200,基隆,魚,10301,1、4、5、11、12、18、19、25、26、30、31
F241,三重,魚,10301,6、13、20、31
F513,埔心,魚,10301,6、13、20、31
F936,新港,魚,10301,5、12、19、26、29、30、31
F400,台中,魚,10301,6、13、20、31
F730,新營,魚,10301,6、13、20、31
F500,彰化,魚,10301,6、13、20、31
F261,頭城,魚,10301,29、30、31
F300,新竹,魚,10301,6、13、20、31
F708,台南,魚,10301,6、13、20、27、31
F722,佳里,魚,10301,6、13、20、31
F880,澎湖,魚,10301,31
F109,台北,魚,10301,6、13、20、31
F600,嘉義,魚,10301,6、13、20、31
F630,斗南,魚,10301,6、13、20、31
F800,高雄,魚,10301,6、20、31
F820,岡山,魚,10301,6、13、20、31
F826,梓官,魚,10301,30、31
F916,東港,魚,10301,1、2、6、10、11、17、20、24、27、31
F241,三重,魚,10212,2、9、16、23、30
F300,新竹,魚,10212,2、9、16、23、30
F400,台中,魚,10212,2、9、16、23、30
F630,斗南,魚,10212,2、9、16、23、30
F709,興達港,魚,10212,1、2、4、5、6、7、8、10、11、12、15、17、18、19、20、21、23、24、25、27、28、29、30
F722,佳里,魚,10212,2、9、16、23、30
F800,高雄,魚,10212,2、16
F360,苗栗,魚,10212,2、9、16、23、30
F600,嘉義,魚,10212,2、9、16、23、30
F261,頭城,魚,10212,16
F916,東港,魚,10212,6、9、13、20、29、30、31
F545,埔里,魚,10212,2、9、16、23、30
F708,台南,魚,10212,2、9、16、23、30
F730,新營,魚,10212,2、9、16、23、30
F936,新港,魚,10212,1、8、15、29、31
F950,花蓮,魚,10212,7、14、21、28
F109,台北,魚,10212,2、9、16、23、30
F820,岡山,魚,10212,2、9、16、23、30
F200,基隆,魚,10212,1、7、8、14、15、21、22、28、29
F270,蘇澳,魚,10212,22
F330,桃園,魚,10212,2、9、16、23、30
F500,彰化,魚,10212,2、9、16、23、30
F513,埔心,魚,10212,2、9、16、23、30
F109,台北,魚,10211,4、11、18、25
F300,新竹,魚,10211,4、11、18、25
F545,埔里,魚,10211,4、11、18、25
F916,東港,魚,10211,1、2、8、11、15、21、22、25、29
F500,彰化,魚,10211,4、11、18、25
F200,基隆,魚,10211,2、3、9、10、16、17、24、30
F241,三重,魚,10211,4、11、18、25
F730,新營,魚,10211,4、11、18、25
F950,花蓮,魚,10211,2、10、16、23、30
F513,埔心,魚,10211,4、11、18、25
F708,台南,魚,10211,4、11、18、19、25
F800,高雄,魚,10211,4、18
F820,岡山,魚,10211,4、11、18、25
F722,佳里,魚,10211,4、11、18、25
F400,台中,魚,10211,4、11、18、25
F600,嘉義,魚,10211,4、11、18、25
F630,斗南,魚,10211,4、11、18、25
F936,新港,魚,10211,3、10、17、24
F330,桃園,魚,10211,4、11、18、25
F360,苗栗,魚,10211,4、11、18、25
F709,興達港,魚,10211,1、2、4、11、13、14、16、17、18、19、20、22、25、27、28、29、30
F300,新竹,魚,10210,7、14、21、28
F330,桃園,魚,10210,7、14、21、28
F360,苗栗,魚,10210,7、14、21、28
F500,彰化,魚,10210,7、14、21、28
F722,佳里,魚,10210,7、14、21、28
F400,台中,魚,10210,7、14、21、28
F600,嘉義,魚,10210,7、14、21、28
F630,斗南,魚,10210,7、14、21、28
F820,岡山,魚,10210,7、14、21、28
F109,台北,魚,10210,7、14、21、28
F200,基隆,魚,10210,5、6、10、12、13、19、20、26、27
F545,埔里,魚,10210,7、14、21、28
F950,花蓮,魚,10210,5、12、19、26
F261,頭城,魚,10210,5、6、7
F800,高雄,魚,10210,7、21
F936,新港,魚,10210,6、13、20、27
F241,三重,魚,10210,7、14、21、28
F709,興達港,魚,10210,2、3、4、5、6、7、11、14、17、18、19、20、23、24、25、26、27
F708,台南,魚,10210,7、14、21、28
F730,新營,魚,10210,7、14、21、28
F916,東港,魚,10210,4、7、11、12、18、21、25
F513,埔心,魚,10210,7、14、21、28
F109,台北,魚,10209,2、9、16、20、21、23、30
F200,基隆,魚,10209,1、7、8、14、15、19、21、22、28、29
F300,新竹,魚,10209,2、9、16、20、21、22、23、30
F820,岡山,魚,10209,2、9、16、23、24、25、30
F630,斗南,魚,10209,2、9、16、20、23、30
F800,高雄,魚,10209,2、16
F936,新港,魚,10209,1、6、8、15、19、22、23、29
F709,興達港,魚,10209,1、2、3、6、7、8、9、10、11、12、13、14、16、17、18、19、20、21、22、23、24、27、28、29
F241,三重,魚,10209,2、9、16、23、24、30
F400,台中,魚,10209,2、9、16、20、21、22、23、30
F500,彰化,魚,10209,2、9、16、20、23、30
F722,佳里,魚,10209,2、9、16、20、23、30
F950,花蓮,魚,10209,7、19、20、21、28
F360,苗栗,魚,10209,2、9、16、20、21、23、30
F600,嘉義,魚,10209,2、9、16、20、23、30
F270,蘇澳,魚,10209,1、19、20
F545,埔里,魚,10209,2、9、16、20、23、30
F730,新營,魚,10209,2、9、16、20、23、30
F261,頭城,魚,10209,19、20、21、22
F330,桃園,魚,10209,2、9、16、20、21、23、30
F513,埔心,魚,10209,2、9、16、20、23、30
F708,台南,魚,10209,2、9、20、21、30
F916,東港,魚,10209,6、9、13、14、20、21、27
F500,彰化,魚,10208,5、12、19、22、23、24、25、26
F513,埔心,魚,10208,5、12、19、22、23、24、25、26
F400,台中,魚,10208,5、12、19、22、23、26
F600,嘉義,魚,10208,5、12、19、22、23、26
F545,埔里,魚,10208,5、12、19、22、23、26
F722,佳里,魚,10208,5、12、19、22、23、26
F800,高雄,魚,10208,5、19
F241,三重,魚,10208,5、12、19、22、23、26
F709,興達港,魚,10208,7、8、13、14、15、16、17、20、21、22、23、24、25、26、30、31
F730,新營,魚,10208,5、12、19、22、23、26
F826,梓官,魚,10208,22
F270,蘇澳,魚,10208,21、22
F360,苗栗,魚,10208,5、12、19、22、23、24、25、26、27
F820,岡山,魚,10208,5、12、19、22、23、26
F916,東港,魚,10208,2、9、12、13、14、16、21、23、26、30
F200,基隆,魚,10208,3、4、10、11、17、18、24、25、31
F261,頭城,魚,10208,2、20、21、22、23、29
F630,斗南,魚,10208,5、12、19、22、23、24、25、26
F109,台北,魚,10208,5、12、19、22、23、26
F300,新竹,魚,10208,5、12、19、22、23、26
F936,新港,魚,10208,4、11、18、21、22、25
F330,桃園,魚,10208,5、12、19、22、23、26
F708,台南,魚,10208,5、12、22、23、26
F950,花蓮,魚,10208,3、17、31
F330,桃園,魚,10207,1、8、15、22、29
F708,台南,魚,10207,1、8、15、22、29
F200,基隆,魚,10207,6、7、13、14、20、21、27、28
